Num,ysi_do
1,0.0014285714285714286
2,0.0
3,0.0014285714285714286
4,0.0014285714285714286
5,0.0014285714285714286
6,0.0014285714285714286
7,0.0014285714285714286
8,0.0014285714285714286
9,0.0
10,0.0014285714285714286
11,0.0014285714285714286
12,0.0
13,0.0014285714285714286
14,0.0014285714285714286
15,0.0014285714285714286
16,0.0014285714285714286
17,0.0
18,0.002857142857142857
19,0.0014285714285714286
20,0.0
21,0.0
22,0.002857142857142857
23,0.0
24,0.0014285714285714286
25,0.0014285714285714286
26,0.0014285714285714286
27,0.0014285714285714286
28,0.0014285714285714286
29,0.0014285714285714286
30,0.0014285714285714286
31,0.0014285714285714286
32,0.0014285714285714286
33,0.0
34,0.0014285714285714286
35,0.0
36,0.0014285714285714286
37,0.0014285714285714286
38,0.0014285714285714286
39,0.0014285714285714286
40,0.0
41,0.002857142857142857
42,0.0
43,0.002857142857142857
44,0.0014285714285714286
45,0.002857142857142857
46,0.0014285714285714286
47,0.0014285714285714286
48,0.0014285714285714286
49,0.0014285714285714286
50,0.002857142857142857
51,0.0014285714285714286
52,0.002857142857142857
53,0.0014285714285714286
54,0.0014285714285714286
55,0.0014285714285714286
56,0.002857142857142857
57,0.0
58,0.0014285714285714286
59,0.0014285714285714286
60,0.002857142857142857
61,0.0014285714285714286
62,0.0
63,0.0
64,0.0014285714285714286
65,0.0014285714285714286
66,0.0
67,0.0014285714285714286
68,0.0014285714285714286
69,0.0
70,0.0014285714285714286
71,0.0014285714285714286
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0014285714285714286
77,0.0
78,0.0
79,0.0014285714285714286
80,0.0014285714285714286
81,0.0014285714285714286
82,0.0014285714285714286
83,0.0014285714285714286
84,0.0
85,0.0014285714285714286
86,0.0
87,0.0014285714285714286
88,0.002857142857142857
89,0.0014285714285714286
90,0.0
91,0.002857142857142857
92,0.0014285714285714286
93,0.0014285714285714286
94,0.0014285714285714286
95,0.0014285714285714286
96,0.0014285714285714286
97,0.0014285714285714286
98,0.0014285714285714286
99,0.0014285714285714286
100,0.0014285714285714286
101,0.0014285714285714286
102,0.002857142857142857
103,0.0
104,0.0014285714285714286
105,0.0014285714285714286
106,0.0014285714285714286
107,0.0014285714285714286
108,0.0014285714285714286
109,0.0014285714285714286
110,0.0014285714285714286
111,0.0014285714285714286
112,0.0014285714285714286
113,0.002857142857142857
114,0.0014285714285714286
115,0.002857142857142857
116,0.0
117,0.0014285714285714286
118,0.0
119,0.002857142857142857
120,0.0
121,0.0014285714285714286
122,0.0014285714285714286
123,0.0014285714285714286
124,0.0
125,0.0014285714285714286
126,0.0014285714285714286
127,0.0014285714285714286
128,0.0014285714285714286
129,0.0
130,0.0014285714285714286
131,0.0014285714285714286
132,0.0014285714285714286
133,0.0014285714285714286
134,0.002857142857142857
135,0.0014285714285714286
136,0.0
137,0.0014285714285714286
138,0.0014285714285714286
139,0.0
140,0.0014285714285714286
141,0.0
142,0.0
143,0.0014285714285714286
144,0.0014285714285714286
145,0.002857142857142857
146,0.0
147,0.0
148,0.0014285714285714286
149,0.0
150,0.0
151,0.0014285714285714286
152,0.0014285714285714286
153,0.0014285714285714286
154,0.0014285714285714286
155,0.0014285714285714286
156,0.0014285714285714286
157,0.0
158,0.0
159,0.0014285714285714286
160,0.0014285714285714286
161,0.0014285714285714286
162,0.0014285714285714286
163,0.0
164,0.0014285714285714286
165,0.0014285714285714286
166,0.0014285714285714286
167,0.002857142857142857
168,0.0014285714285714286
169,0.0014285714285714286
170,0.0014285714285714286
171,0.0014285714285714286
172,0.0014285714285714286
173,0.0014285714285714286
174,0.0014285714285714286
175,0.0014285714285714286
176,0.0014285714285714286
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0014285714285714286
182,0.0
183,0.0014285714285714286
184,0.0014285714285714286
185,0.0
186,0.0014285714285714286
187,0.0
188,0.0
189,0.0014285714285714286
190,0.0014285714285714286
191,0.002857142857142857
192,0.0014285714285714286
193,0.002857142857142857
194,0.0014285714285714286
195,0.0014285714285714286
196,0.002857142857142857
197,0.0014285714285714286
198,0.0014285714285714286
199,0.0014285714285714286
200,0.002857142857142857
201,0.0014285714285714286
202,0.0
203,0.0014285714285714286
204,0.0014285714285714286
205,0.0014285714285714286
206,0.0014285714285714286
207,0.0014285714285714286
208,0.0
209,0.0014285714285714286
210,0.0014285714285714286
211,0.002857142857142857
212,0.0
213,0.0014285714285714286
214,0.0014285714285714286
215,0.0014285714285714286
216,0.0014285714285714286
217,0.0014285714285714286
218,0.0014285714285714286
219,0.0014285714285714286
220,0.0
221,0.0014285714285714286
222,0.0014285714285714286
223,0.0014285714285714286
224,0.0014285714285714286
225,0.0014285714285714286
226,0.0014285714285714286
227,0.0014285714285714286
228,0.0014285714285714286
229,0.0014285714285714286
230,0.0014285714285714286
231,0.0014285714285714286
232,0.002857142857142857
233,0.0014285714285714286
234,0.002857142857142857
235,0.0
236,0.002857142857142857
